movieId,tmdbId,id,title,genres,original_language,popularity,overview,short_overview
759,85778,85778,Maya Lin: A Strong Clear Vision,['Documentary'],en,0.001608,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.,Film explores the artist behind iconic monuments like Vietnam Memorial.
766,26890,26890,I Shot Andy Warhol,['Drama'],en,2.771201,"Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story.","Valerie Solanas, radical feminist, shot Andy Warhol over ignored screenplay."
767,46732,46732,The Grass Harp,"['Comedy', 'Drama', 'Family']",en,0.365418,"Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s.",Coming-of-age drama about a young man in 1940s Deep South.
774,181083,181083,God's Gift,['Drama'],fr,0.049573,"In pre-colonial times a peddler crossing the savanna discovers a child lying unconscious in the bush. When the boy comes to, he is mute and cannot explain who he is. The peddler leaves him with a family in the nearest village. After a search for his parents, the family adopts him, giving him the name Wend Kuuni (God's Gift) and a loving sister with whom he bonds. Wend Kuuni regains his speech only after witnessing a tragic event that prompts him to reveal his own painful history.","Peddler finds mute boy; adopts, bonds, reveals tragic history."
775,41225,41225,Spirits of the Dead,"['Drama', 'Mystery', 'Horror']",fr,1.794298,"Three directors each adapt a Poe short story to the screen: ""Toby Dammit"" features a disheveled drugged and drunk English movie star who nods acceptance in the Italian press and his producers fawn over him. ""Metzengerstein"" features a Mediveal countess who has a love-hate relationship with a black stallion - who it turns out is really her dead lover. ""William Wilson"" tells the story of a sadistic Austrian student with an exact double whom he later kills.","Three directors adapt Poe stories: fame, love, and duality explored."
776,188589,188589,Babyfever,[],en,0.001687,"Gena is an average woman who is torn between her current boyfriend's desire to marry her and start a family, and the unexpected arrival of an old boyfriend wanting to pick up where they left off. To further complicate matters, she might be pregnant herself. In the mist of this unsettled personal life, Gena leaves her two men to attend a baby shower party for a girl friend and talks with the various female attendees all of whom are facing their own ticking biological clocks.","Gena navigates love, pregnancy, and friendships at a baby shower."
778,627,627,Trainspotting,"['Drama', 'Crime']",en,19.348466,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Renton struggles to escape Edinburgh's drug scene and peer pressure.
779,32872,32872,Til There Was You,"['Comedy', 'Romance']",en,2.700061,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.","Two strangers meet after twenty years, falling in love instantly."
781,14553,14553,Stealing Beauty,"['Drama', 'Romance']",en,6.418805,"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted.","Teenager Lucy returns to Tuscany, hoping to reunite with love."
784,9894,9894,The Cable Guy,"['Comedy', 'Drama', 'Thriller']",en,7.586577,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",Cable guy becomes obsessive stalker after befriending recently single Steven.
786,9268,9268,Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",en,6.919314,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.","U.S. Marshal protects witness, uncovers corruption, risks his life."
792,42005,42005,A Hungarian Fairy Tale,[],en,0.043125,"Shot in B&amp;W, Gyula Gazdag's film follows the surreal and often comic quests of young Andris, an orphan searching for a father who doesn't exist, and Orban, a government clerk who's had enough of oppressive bureaucracy.",Orphan Andris searches for nonexistent father; clerk rebels against bureaucracy.
796,44495,44495,A Very Natural Thing,['Drama'],en,0.147662,"When David, an ex-monk still in his twenties meets Mark, he falls hard; soon he's asked Mark if they can live together. Things go well for awhile, and then differences in their definition of ""commitment"" begin to push them apart. Mark wants other sexual adventures, David tries to go along. Can they talk through the crisis in their relationship or is a breakup in the offing? David sees his relationship with Mark as a marriage, so if it ends, can David's heart ever heal?",David falls for Mark; commitment issues threaten their relationship's future.
799,10779,10779,The Frighteners,"['Horror', 'Comedy']",en,12.09096,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",Architect-turned-exorcist investigates killings while falling for a victim's wife.
801,38223,38223,Harriet the Spy,"['Comedy', 'Drama', 'Family']",en,4.086563,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",Girl's secret spy notebook causes trouble; can she regain friends?
802,9294,9294,Phenomenon,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",en,5.575992,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",An ordinary man gains super-intelligence and telekinesis from light.
803,49963,49963,Walking and Talking,"['Comedy', 'Drama', 'Romance']",en,0.913281,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",Amelia faces challenges with friends' support and brief romance.
806,31546,31546,American Buffalo,['Drama'],en,7.031279,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,Three inner-city misfits plot to steal a valuable coin.
807,77056,77056,Rendezvous in Paris,"['Romance', 'Comedy']",fr,0.227128,Three stories of love and coincidence around the theme of dates in Paris.,Three love stories intertwine through coincidences on Parisian dates.
809,18550,18550,Fled,"['Action', 'Comedy', 'Thriller']",en,3.906949,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.","Piper and Dodge escape Mafia gunfire, seeking survival and help."
810,11511,11511,Kazaam,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",en,8.962892,Shaquille O'Neal as a rapping genie protects a little boy.,Shaquille O'Neal is a rapping genie who protects a boy.
813,34170,34170,Larger Than Life,"['Family', 'Comedy']",en,3.521921,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.","Motivational speaker inherits elephant, learns life lessons, finds love."
815,109478,109478,Power 98,"['Action', 'Mystery', 'Thriller']",en,0.926867,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,Talk show host linked to murder amid ratings war controversy.
818,12606,12606,A Very Brady Sequel,['Comedy'],en,9.898696,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",Impostor claims to be Carol's husband to steal valuable artifact.
820,35206,35206,Death in the Garden,"['Adventure', 'Drama']",fr,1.116063,"Amid a revolution in a South American mining outpost, a band of fugitives - a roguish adventurer, a local hooker, a priest, an aging diamond miner and his deaf-mute daughter - are forced to flee for their lives into the jungle. Starving, exhausted and stripped of their old identities, they wander desperately lured by one deceptive promise of salvation after another.","Fugitives escape into jungle, seeking salvation amid South American chaos."
823,4837,4837,La Collectionneuse,"['Drama', 'Comedy', 'Romance']",fr,1.683348,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",Art dealer and friend’s getaway disrupted by bohemian Haydée’s presence.
824,12632,12632,Kaspar Hauser,"['Drama', 'Foreign']",de,0.000578,No overview found.,No information available for summary; overview not provided.
829,11962,11962,Joe's Apartment,"['Fantasy', 'Comedy', 'Music']",en,9.490858,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",A man in New York shares apartment with singing cockroaches.
830,2925,2925,The First Wives Club,['Comedy'],en,10.177303,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",Three ex-wives plot revenge on their unfaithful husbands financially.
833,9308,9308,High School High,['Comedy'],en,4.220058,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",Richard Clark aims to inspire D-average students at Marion Barry.
839,10546,10546,The Crow: City of Angels,"['Action', 'Fantasy', 'Thriller']",en,6.554679,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",Murdered father returns to avenge son against Judah's men.
841,31417,31417,Eyes Without a Face,"['Drama', 'Horror', 'Thriller']",fr,9.935891,Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.,Professor Genessier seeks donors to rebuild his disfigured daughter's face.
848,47907,47907,The Spitfire Grill,"['Comedy', 'Drama']",en,1.19589,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.","Percy starts anew in Gillead, inspiring change and conflict."
849,10061,10061,Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,12.229381,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",Los Angeles becomes penal colony after earthquake; Snake must save.
850,36266,36266,Cyclo,"['Crime', 'Drama']",vi,1.781952,Follows a young cyclo (bicycle cab) driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.,Young cyclo driver turns to crime to support family in Vietnam.
851,549,549,Basquiat,"['Drama', 'History']",en,4.797674,"Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980’s New York.",Julian Schnabel portrays Jean-Michel Basquiat's life and art scene.
852,10478,10478,Tin Cup,"['Comedy', 'Drama', 'Romance']",en,6.24966,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,Washed-up golfer aims to impress rival’s girlfriend by qualifying.
853,66634,66634,Dingo,"['Drama', 'Music']",en,0.124273,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris.",John dreams of playing trumpet with jazz musician Billy Cross.
858,238,238,The Godfather,"['Drama', 'Crime']",en,41.109264,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",Vito Corleone survives assassination; Michael seeks revenge against attackers.
861,11134,11134,Police Story 3: Supercop,"['Action', 'Crime', 'Thriller']",cn,6.751864,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,Hong Kong detective and Chinese counterpart unite against drug czar.
862,88224,88224,Manny & Lo,"['Drama', 'Comedy']",en,1.143656,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.,Pregnant teen and sister kidnap woman for pregnancy assistance.
869,22479,22479,Kansas City,"['Thriller', 'Drama', 'Music', 'Crime']",en,5.130136,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.","Altman's 1934 Kansas City explores race, class, power, and jazz."
870,9054,9054,Gone Fishin',"['Comedy', 'Family']",en,2.289647,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,Two fishermen face trouble after their boat is stolen.
874,59569,59569,Killer: A Journal of Murder,['Drama'],en,0.705136,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",Carl Panzram befriends guard; reveals violent past and potential.
878,114089,114089,Bye-Bye,['Drama'],en,0.109406,"In Paris, Ismaél, a young Tunisian, cares for two brothers, Nouredine, a cripple, and streetwise Mouloud, 14. In haste, Ismaél and Mouloud go to Marseilles where an uncle lives. Nouredine has died in a fire, and Ismaél feels guilt on top of grief. Ismaél becomes friends with Jacky, a white man whose father and brother hate immigrants. Mouloud hangs out with cousin Rhida who breaks Islamic rules and deals hash. Ismaél decides Mouloud must return to Tunisia, but the boy runs off, becoming an acolyte to Rhida's supplier. Ismaél and Jacky's Arab girlfriend start an affair, friends betray friends, and the racism gets ugly. Can Ismaél rescue himself and Mouloud or will life in France crush them?","Ismaél struggles with grief, guilt, and racism in France."
879,11015,11015,The Relic,"['Horror', 'Mystery', 'Thriller']",en,7.699967,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",Researcher returns with crates; murders linked to cargo ship.
881,12559,12559,First Kid,"['Comedy', 'Family']",en,6.510437,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",Luke Davenport struggles with loneliness; new agent Sam understands him.
882,58770,58770,The Trigger Effect,"['Drama', 'Thriller']",en,9.028947,"How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. . Is this what is meant by ""man's inhumanity to man?""",Civilization's fragility revealed as survival instincts spark rivalry.
885,3587,3587,Bogus,"['Fantasy', 'Comedy', 'Family']",en,2.523605,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.","Orphaned boy's godmother sees his imaginary friend, a magician."
887,56077,56077,Talk of Angels,"['Drama', 'Romance', 'War']",en,0.978989,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland","Irish woman escapes marriage, finds love amid Spanish political unrest."
891,10987,10987,Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",en,8.768288,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.","Jamie escapes after giving birth, seeks Dr. Loomis' help."
893,20318,20318,Mother Night,"['Drama', 'History']",en,6.038784,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.","WWII spy becomes Nazi propagandist, unable to reveal true identity."
896,26933,26933,Wild Reeds,"['Drama', 'Romance']",fr,2.115268,"Set in rural France during the end of the Algerian war, and immersed in the music of the sixties, this film follows four students in friendship and love. Francois's best friend is a girl Maite, but instead he falls in love with a boy Serge, while Serge is falling for Maite. Henri is the outsider, an Algerian-born frenchman who has fled the war, and the catalyst for Francois to find his identity.","Rural France, 1960s music, love triangle among four students."
897,27854,27854,For Whom the Bell Tolls,"['Drama', 'History', 'Romance', 'Thriller']",en,14.373861,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan who has joined up on the side that appeals most to idealists of that era -- like Ernest Hemingway and his friends -- has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a bridge in a cave.,Robert Jordan faces danger in 1930s Spain during civil war.
898,981,981,The Philadelphia Story,"['Comedy', 'Romance']",en,8.888069,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things.",Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.
899,872,872,Singin' in the Rain,"['Comedy', 'Music', 'Romance']",en,11.064858,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",Silent film stars face romance and voice challenges in Hollywood.
900,2769,2769,An American in Paris,"['Drama', 'Comedy', 'Music', 'Romance']",en,5.565203,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art.","American painter in Paris navigates friendship, love, and ambition."
902,164,164,Breakfast at Tiffany's,"['Comedy', 'Drama', 'Romance']",en,10.879289,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.",Holly and Paul fall in love; her past complicates romance.
905,3078,3078,It Happened One Night,"['Comedy', 'Romance']",en,6.465257,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!","Ellie escapes marriage, teams up with reporter for return journey."
907,28288,28288,The Gay Divorcee,"['Comedy', 'Music', 'Romance']",en,2.863935,"Guy Holden falls for Mimi Glossop without knowing she's married. She's trying to get a divorce, so her dizzy aunt and incompetent lawyer hire a professional correspondent to pose as her lover. When Guy unknowingly gives Mimi the code phrase, she thinks he's the faux beau; and she confuses his genuine interest for part of the act.",Guy unknowingly becomes involved in Mimi's deceptive love affair.
908,213,213,North by Northwest,"['Mystery', 'Thriller']",en,12.410427,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","Roger Thornhill is wrongly identified as a spy, sparking chaos."
914,11113,11113,My Fair Lady,"['Drama', 'Family', 'Music', 'Romance']",en,12.494394,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,Professor bets he can transform flower girl into high society.
920,770,770,Gone with the Wind,"['Drama', 'Romance', 'War']",en,14.240357,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,Turbulent love affair between manipulative woman and roguish man.
921,31044,31044,My Favorite Year,"['Comedy', 'Drama']",en,2.923672,"Benjy Stone is the junior writer on the top rated variety/comedy show, in the mid 50s (the early years). Alan Swann, an Erol Flynn type actor with a drinking problem is to be that weeks guest star.",Junior writer Benjy Stone prepares for actor Alan Swann's appearance.
922,599,599,Sunset Boulevard,['Drama'],en,11.709777,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,A struggling screenwriter crafts a screenplay for a forgotten star.
923,15,15,Citizen Kane,"['Mystery', 'Drama']",en,15.811921,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",Charles Foster Kane's life is shaped by childhood trauma and wealth.
924,62,62,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",en,22.494622,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","Humans discover lunar object, seeking origins with HAL 9000's help."
926,705,705,All About Eve,['Drama'],en,12.06308,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.","Eve schemes to usurp Margo's stardom, causing chaos and intrigue."
929,25670,25670,Foreign Correspondent,"['Mystery', 'Thriller', 'War']",en,9.955445,"The European war was only beginning to erupt across national borders. Its titular hero, Johnny Jones, is an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, his nose for a good story promptly leading him to the crime of fascism and Nazi Germany's designs on European conquest In attempting to learn more about a seemingly noble peace effort, Jones who walks into the middle of an assassination, uncovers a spy ring, and, not entirely coincidentally, falls in love.","American reporter uncovers fascism, espionage, and romance in Europe."
932,8356,8356,An Affair to Remember,"['Drama', 'Romance']",en,9.813419,"Nickie Ferrante's return to New York to marry a rich heiress is well publicized as are his many antics and affairs. He meets a nightclub singer Terry McKay who is also on her way home to her longtime boyfriend. She sees him as just another playboy and he sees her as stand-offish but over several days they soon find they've fallen in love. Nickie has never really worked in his life so they agree that they will meet again in six months time atop the Empire State building. This will give them time to deal with their current relationships and for Nickie to see if he can actually earn a living. He returns to painting and is reasonably successful. On the agreed date, Nickie is waiting patiently for Terry who is racing to join him. Fate intervenes however resulting in misunderstanding and heartbreak and only fate can save their relationship.","Nickie and Terry fall in love, face misunderstandings, seek fate."
935,29376,29376,The Band Wagon,"['Comedy', 'Music']",en,3.573935,A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,Artistic director transforms new Broadway musical into something unrecognizable.
936,1859,1859,Ninotchka,"['Comedy', 'Romance']",en,5.120036,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,Russian woman in Paris faces unexpected attraction to opposing man.
939,64382,64382,The Reluctant Debutante,"['Comedy', 'Romance']",it,1.954175,"Jimmy and Sheila Broadbent (Rex Harrison and Kay Kendall), welcome to London Jimmy's 17-year-old daughter, Jane (Sandra Dee). Jane is from Jimmy's first marriage to an American and has come to visit her father and the step-mother she has never met. While visiting Sheila has the idea of making Jane a debutante, an idea Jane resists. Difficulties range from Jane's apathy to being placed on the marriage block, the determined efforts of Sheila's cousin, Mabel Claremont, (Angela Lansbury) to win wealthy David Fenner (Peter Myers) for her debutante daughter Clarissa (Diane Clare), and Jane's attraction to David Parkson (John Saxon), an American drummer who plays in the orchestra at the coming-out balls.","Jane visits London; Sheila plans her debutante, causing conflicts."
943,22292,22292,The Ghost and Mrs. Muir,"['Fantasy', 'Romance', 'Mystery']",en,3.008607,"In 1900, strong-willed widow Lucy Muir goes to live in Gull Cottage by the British seaside, even though it appears to be haunted. Sure enough, that very night she meets the ghost of crusty former owner Captain Gregg...and refuses to be scared off. Indeed, they become friends and allies, after Lucy gets used to the idea of a man's ghost haunting her bedroom. But when a charming live man comes courting, Lucy and the captain must deal with their feelings for each other.",Widow befriends ghost; romance complicates their unique relationship.
950,3529,3529,The Thin Man,"['Comedy', 'Crime', 'Mystery']",en,10.573867,"After a four year absence, one time detective Nick Charles returns to New York with his new wife Nora and their dog, Asta. Nick re-connects with many of his old cronies, several of whom are eccentric characters, to say the least. He's also approached by Dorothy Wynant whose inventor father Clyde Wynant is suspected of murdering her step-mother. Her father had left on a planned trip some months before and she has had no contact with him. Nick isn't all that keen on resuming his former profession but egged-on by wife Nora, who thinks this all very exciting, he agrees to help out. He solves the case, announcing the identity of the killer at a dinner party for all of the suspects.","Detective Nick Charles returns, solves murder case with Nora."
951,3085,3085,His Girl Friday,"['Comedy', 'Drama']",en,9.88321,"Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee.",Hildy announces engagement; Walter sabotages fiancé to win her back.
954,3083,3083,Mr. Smith Goes to Washington,"['Comedy', 'Drama']",en,8.168694,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",Naive Smith faces political corruption while pursuing a boys' camp.
955,900,900,Bringing Up Baby,"['Comedy', 'Romance']",en,6.60577,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",David meets Susan; misadventures ensue with a leopard named Baby.
956,43795,43795,Penny Serenade,"['Drama', 'Romance']",en,2.446972,"A light-hearted romantic drama starring Cary Grant &amp; Irene Dunne as a couple who meet, fall in love, quarrel and reunite. While listening to a recording of ""Penny Serenade"", Julie Gardiner Adams (Irene Dunne) begins reflecting on her past. She recalls her impulsive marriage to newspaper reporter Roger Adams (Carey Grant), which begins on a deliriously happy note but turns out to be fraught with tragedy. Other songs remind her of their courtship, their marriage, their desire for a child, and the joys and sorrows they have shared. A flood of memories come back to her as she ponders on their present problems and how they arose.","Couple reflects on love, quarrels, and memories through music."
958,50001,50001,Lady of Burlesque,"['Comedy', 'Thriller', 'Mystery', 'Romance']",en,0.264695,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",Burlesque performers unite to uncover a killer among them.
